price
100
80
159
125
150
110
150
150
115
225
134
135
150
99
120
150
70
85
80
145
85
73
150
145
195
200
110
90
165
109
125
235
75
103
143
150
180
129
75
95
104
100
40
95
70
259
100
60
115
80
74
140
70
116
110
115
99
85
180
75
135
400
170
95
85
75
110
115
145
98
75
105
150
80
80
98
110
105
85
75
85
63
85
110
92
93
90
90
115
185
85
105
145
95
150
85
118
128
79
150
150
99
150
175
199
200
150
175
115
125
125
50
125
100
119
85
90
76
100
557
170
85
299
99
165
114
311
100
110
125
85
100
125
225
110
70
115
145
120
100
199
275
107
100
150
150
149
229
110
195
320
200
200
219
150
100
250
200
89
215
139
135
205
135
181
127
150
399
189
105
127
187
270
149
107
120
110
130
120
100
115
115
89
35
165
166
250
82
187
117
69
65
250
250
175
120
190
280
159
150
170
300
235
156
104
40
126
350
110
143
175
129
276
135
140
175
300
175
325
230
168
117
350
99
110
110
196
250
109
185
129
230
150
500
121
120
100
150
85
200
90
174
190
180
75
110
120
145
150
169
160
128
144
350
199
150
170
219
95
95
120
69
100
136
99
165
120
70
65
85
79
45
149
108
120
75
130
75
120
75
70
110
85
75
129
95
100
100
75
90
59
137
67
50
115
80
115
110
110
90
120
99
80
65
115
175
150
195
90
230
95
150
175
90
70
210
79
45
100
85
100
190
89
49
150
150
115
99
100
84
259
185
99
130
135
100
95
75
96
149
96
105
209
250
109
180
98
105
120
195
195
134
295
152
195
100
120
200
71
140
140
110
199
110
150
115
100
89
144
175
299
91
93
109
110
80
175
275
200
145
217
95
165
200
95
175
189
200
125
90
125
75
171
70
85
139
55
79
135
97
95
135
95
90
151
145
85
200
100
99
110
109
120
70
104
139
180
125
140
129
125
100
90
125
67
99
200
136
100
125
185
75
115
110
99
160
78
135
55
99
115
100
95
79
